Periodo,Dolar,year,mes,dia
1994-01-01,,1994,01,01
1994-01-02,,1994,01,02
1994-01-03,428.47,1994,01,03
1994-01-04,429.1,1994,01,04
1994-01-05,431.08,1994,01,05
1994-01-06,431.68,1994,01,06
1994-01-07,430.62,1994,01,07
1994-01-08,,1994,01,08
1994-01-09,,1994,01,09
1994-01-10,429.63,1994,01,10
1994-01-11,429.59,1994,01,11
1994-01-12,428.93,1994,01,12
1994-01-13,429.08,1994,01,13
1994-01-14,430.13,1994,01,14
1994-01-15,,1994,01,15
1994-01-16,,1994,01,16
1994-01-17,430.14,1994,01,17
1994-01-18,430.27,1994,01,18
1994-01-19,430.6,1994,01,19
1994-01-20,430.68,1994,01,20
1994-01-21,430.95,1994,01,21
1994-01-22,,1994,01,22
1994-01-23,,1994,01,23
1994-01-24,432.78,1994,01,24
1994-01-25,433.69,1994,01,25
1994-01-26,431.32,1994,01,26
1994-01-27,430.02,1994,01,27
1994-01-28,429.94,1994,01,28
1994-01-29,,1994,01,29
1994-01-30,,1994,01,30
1994-01-31,430.65,1994,01,31
1994-02-01,431.04,1994,02,01
1994-02-02,430.99,1994,02,02
1994-02-03,430.04,1994,02,03
1994-02-04,429.24,1994,02,04
1994-02-05,,1994,02,05
1994-02-06,,1994,02,06
1994-02-07,429.48,1994,02,07
1994-02-08,429.14,1994,02,08
1994-02-09,428.89,1994,02,09
1994-02-10,427.72,1994,02,10
1994-02-11,427.06,1994,02,11
1994-02-12,,1994,02,12
1994-02-13,,1994,02,13
1994-02-14,428.54,1994,02,14
1994-02-15,428.92,1994,02,15
1994-02-16,428.47,1994,02,16
1994-02-17,427.63,1994,02,17
1994-02-18,427.44,1994,02,18
1994-02-19,,1994,02,19
1994-02-20,,1994,02,20
1994-02-21,427.81,1994,02,21
1994-02-22,427.13,1994,02,22
1994-02-23,427.71,1994,02,23
1994-02-24,428.68,1994,02,24
1994-02-25,428.43,1994,02,25
1994-02-26,,1994,02,26
1994-02-27,,1994,02,27
1994-02-28,429.47,1994,02,28
1994-03-01,429.38,1994,03,01
1994-03-02,428.93,1994,03,02
1994-03-03,431.03,1994,03,03
1994-03-04,432.64,1994,03,04
1994-03-05,,1994,03,05
1994-03-06,,1994,03,06
1994-03-07,433.35,1994,03,07
1994-03-08,432.28,1994,03,08
1994-03-09,431.31,1994,03,09
1994-03-10,430.88,1994,03,10
1994-03-11,432.09,1994,03,11
1994-03-12,,1994,03,12
1994-03-13,,1994,03,13
1994-03-14,432.52,1994,03,14
1994-03-15,431.7,1994,03,15
1994-03-16,431.23,1994,03,16
1994-03-17,431.22,1994,03,17
1994-03-18,430.52,1994,03,18
1994-03-19,,1994,03,19
1994-03-20,,1994,03,20
1994-03-21,430.08,1994,03,21
1994-03-22,430.11,1994,03,22
1994-03-23,430.28,1994,03,23
1994-03-24,429.58,1994,03,24
1994-03-25,428.49,1994,03,25
1994-03-26,,1994,03,26
1994-03-27,,1994,03,27
1994-03-28,428.51,1994,03,28
1994-03-29,429.16,1994,03,29
1994-03-30,428.1,1994,03,30
1994-03-31,427.0,1994,03,31
1994-04-01,,1994,04,01
1994-04-02,,1994,04,02
1994-04-03,,1994,04,03
1994-04-04,426.89,1994,04,04
1994-04-05,426.57,1994,04,05
1994-04-06,425.45,1994,04,06
1994-04-07,425.38,1994,04,07
1994-04-08,424.7,1994,04,08
1994-04-09,,1994,04,09
1994-04-10,,1994,04,10
1994-04-11,422.46,1994,04,11
1994-04-12,421.38,1994,04,12
1994-04-13,421.74,1994,04,13
1994-04-14,422.0,1994,04,14
1994-04-15,421.81,1994,04,15
1994-04-16,,1994,04,16
1994-04-17,,1994,04,17
1994-04-18,423.4,1994,04,18
1994-04-19,424.81,1994,04,19
1994-04-20,422.42,1994,04,20
1994-04-21,422.92,1994,04,21
1994-04-22,424.46,1994,04,22
1994-04-23,,1994,04,23
1994-04-24,,1994,04,24
1994-04-25,426.22,1994,04,25
1994-04-26,425.41,1994,04,26
1994-04-27,426.29,1994,04,27
1994-04-28,428.12,1994,04,28
1994-04-29,427.0,1994,04,29
1994-04-30,,1994,04,30
1994-05-01,,1994,05,01
1994-05-02,426.13,1994,05,02
1994-05-03,425.13,1994,05,03
1994-05-04,425.02,1994,05,04
1994-05-05,425.9,1994,05,05
1994-05-06,425.5,1994,05,06
1994-05-07,,1994,05,07
1994-05-08,,1994,05,08
1994-05-09,427.06,1994,05,09
1994-05-10,426.05,1994,05,10
1994-05-11,425.59,1994,05,11
1994-05-12,425.39,1994,05,12
1994-05-13,424.53,1994,05,13
1994-05-14,,1994,05,14
1994-05-15,,1994,05,15
1994-05-16,424.28,1994,05,16
1994-05-17,424.02,1994,05,17
1994-05-18,424.02,1994,05,18
1994-05-19,423.54,1994,05,19
1994-05-20,423.83,1994,05,20
1994-05-21,,1994,05,21
1994-05-22,,1994,05,22
1994-05-23,424.68,1994,05,23
1994-05-24,424.49,1994,05,24
1994-05-25,424.93,1994,05,25
1994-05-26,424.14,1994,05,26
1994-05-27,423.1,1994,05,27
1994-05-28,,1994,05,28
1994-05-29,,1994,05,29
1994-05-30,423.37,1994,05,30
1994-05-31,422.66,1994,05,31
1994-06-01,421.81,1994,06,01
1994-06-02,,1994,06,02
1994-06-03,421.34,1994,06,03
1994-06-04,,1994,06,04
1994-06-05,,1994,06,05
1994-06-06,422.47,1994,06,06
1994-06-07,423.43,1994,06,07
1994-06-08,422.46,1994,06,08
1994-06-09,421.79,1994,06,09
1994-06-10,421.72,1994,06,10
1994-06-11,,1994,06,11
1994-06-12,,1994,06,12
1994-06-13,422.87,1994,06,13
1994-06-14,421.79,1994,06,14
1994-06-15,421.03,1994,06,15
1994-06-16,420.73,1994,06,16
1994-06-17,420.65,1994,06,17
1994-06-18,,1994,06,18
1994-06-19,,1994,06,19
1994-06-20,420.41,1994,06,20
1994-06-21,418.1,1994,06,21
1994-06-22,417.73,1994,06,22
1994-06-23,418.03,1994,06,23
1994-06-24,420.39,1994,06,24
1994-06-25,,1994,06,25
1994-06-26,,1994,06,26
1994-06-27,419.76,1994,06,27
1994-06-28,418.13,1994,06,28
1994-06-29,,1994,06,29
1994-06-30,418.94,1994,06,30
1994-07-01,418.34,1994,07,01
1994-07-02,,1994,07,02
1994-07-03,,1994,07,03
1994-07-04,419.88,1994,07,04
1994-07-05,420.47,1994,07,05
1994-07-06,419.94,1994,07,06
1994-07-07,420.06,1994,07,07
1994-07-08,420.67,1994,07,08
1994-07-09,,1994,07,09
1994-07-10,,1994,07,10
1994-07-11,421.77,1994,07,11
1994-07-12,419.83,1994,07,12
1994-07-13,418.39,1994,07,13
1994-07-14,418.54,1994,07,14
1994-07-15,418.94,1994,07,15
1994-07-16,,1994,07,16
1994-07-17,,1994,07,17
1994-07-18,419.67,1994,07,18
1994-07-19,419.16,1994,07,19
1994-07-20,419.78,1994,07,20
1994-07-21,421.05,1994,07,21
1994-07-22,421.08,1994,07,22
1994-07-23,,1994,07,23
1994-07-24,,1994,07,24
1994-07-25,422.21,1994,07,25
1994-07-26,422.07,1994,07,26
1994-07-27,422.58,1994,07,27
1994-07-28,423.11,1994,07,28
1994-07-29,422.84,1994,07,29
1994-07-30,,1994,07,30
1994-07-31,,1994,07,31
1994-08-01,423.98,1994,08,01
1994-08-02,422.72,1994,08,02
1994-08-03,422.29,1994,08,03
1994-08-04,421.59,1994,08,04
1994-08-05,420.36,1994,08,05
1994-08-06,,1994,08,06
1994-08-07,,1994,08,07
1994-08-08,420.53,1994,08,08
1994-08-09,420.01,1994,08,09
1994-08-10,419.03,1994,08,10
1994-08-11,418.44,1994,08,11
1994-08-12,419.56,1994,08,12
1994-08-13,,1994,08,13
1994-08-14,,1994,08,14
1994-08-15,,1994,08,15
1994-08-16,418.47,1994,08,16
1994-08-17,418.89,1994,08,17
1994-08-18,418.7,1994,08,18
1994-08-19,418.08,1994,08,19
1994-08-20,,1994,08,20
1994-08-21,,1994,08,21
1994-08-22,417.06,1994,08,22
1994-08-23,416.46,1994,08,23
1994-08-24,417.24,1994,08,24
1994-08-25,417.54,1994,08,25
1994-08-26,418.17,1994,08,26
1994-08-27,,1994,08,27
1994-08-28,,1994,08,28
1994-08-29,419.14,1994,08,29
1994-08-30,420.31,1994,08,30
1994-08-31,418.89,1994,08,31
1994-09-01,418.33,1994,09,01
1994-09-02,417.43,1994,09,02
1994-09-03,,1994,09,03
1994-09-04,,1994,09,04
1994-09-05,416.37,1994,09,05
1994-09-06,415.99,1994,09,06
1994-09-07,415.83,1994,09,07
1994-09-08,415.74,1994,09,08
1994-09-09,415.87,1994,09,09
1994-09-10,,1994,09,10
1994-09-11,,1994,09,11
1994-09-12,416.44,1994,09,12
1994-09-13,415.11,1994,09,13
1994-09-14,415.24,1994,09,14
1994-09-15,414.24,1994,09,15
1994-09-16,414.16,1994,09,16
1994-09-17,,1994,09,17
1994-09-18,,1994,09,18
1994-09-19,,1994,09,19
1994-09-20,414.12,1994,09,20
1994-09-21,414.51,1994,09,21
1994-09-22,414.66,1994,09,22
1994-09-23,413.73,1994,09,23
1994-09-24,,1994,09,24
1994-09-25,,1994,09,25
1994-09-26,413.12,1994,09,26
1994-09-27,413.65,1994,09,27
1994-09-28,413.1,1994,09,28
1994-09-29,412.41,1994,09,29
1994-09-30,412.2,1994,09,30
1994-10-01,,1994,10,01
1994-10-02,,1994,10,02
1994-10-03,412.32,1994,10,03
1994-10-04,414.2,1994,10,04
1994-10-05,413.65,1994,10,05
1994-10-06,413.73,1994,10,06
1994-10-07,413.88,1994,10,07
1994-10-08,,1994,10,08
1994-10-09,,1994,10,09
1994-10-10,414.28,1994,10,10
1994-10-11,415.94,1994,10,11
1994-10-12,,1994,10,12
1994-10-13,415.09,1994,10,13
1994-10-14,413.93,1994,10,14
1994-10-15,,1994,10,15
1994-10-16,,1994,10,16
1994-10-17,412.24,1994,10,17
1994-10-18,410.22,1994,10,18
1994-10-19,410.34,1994,10,19
1994-10-20,410.64,1994,10,20
1994-10-21,411.08,1994,10,21
1994-10-22,,1994,10,22
1994-10-23,,1994,10,23
1994-10-24,410.73,1994,10,24
1994-10-25,411.33,1994,10,25
1994-10-26,410.23,1994,10,26
1994-10-27,410.52,1994,10,27
1994-10-28,410.25,1994,10,28
1994-10-29,,1994,10,29
1994-10-30,,1994,10,30
1994-10-31,409.68,1994,10,31
1994-11-01,,1994,11,01
1994-11-02,411.15,1994,11,02
1994-11-03,409.58,1994,11,03
1994-11-04,411.06,1994,11,04
1994-11-05,,1994,11,05
1994-11-06,,1994,11,06
1994-11-07,411.96,1994,11,07
1994-11-08,410.97,1994,11,08
1994-11-09,410.62,1994,11,09
1994-11-10,411.96,1994,11,10
1994-11-11,411.74,1994,11,11
1994-11-12,,1994,11,12
1994-11-13,,1994,11,13
1994-11-14,412.21,1994,11,14
1994-11-15,413.8,1994,11,15
1994-11-16,413.79,1994,11,16
1994-11-17,414.92,1994,11,17
1994-11-18,414.27,1994,11,18
1994-11-19,,1994,11,19
1994-11-20,,1994,11,20
1994-11-21,415.14,1994,11,21
1994-11-22,415.68,1994,11,22
1994-11-23,414.84,1994,11,23
1994-11-24,414.54,1994,11,24
1994-11-25,415.45,1994,11,25
1994-11-26,,1994,11,26
1994-11-27,,1994,11,27
1994-11-28,415.75,1994,11,28
1994-11-29,416.61,1994,11,29
1994-11-30,416.43,1994,11,30
1994-12-01,403.99,1994,12,01
1994-12-02,400.65,1994,12,02
1994-12-03,,1994,12,03
1994-12-04,,1994,12,04
1994-12-05,399.68,1994,12,05
1994-12-06,397.87,1994,12,06
1994-12-07,397.99,1994,12,07
1994-12-08,,1994,12,08
1994-12-09,398.38,1994,12,09
1994-12-10,,1994,12,10
1994-12-11,,1994,12,11
1994-12-12,399.05,1994,12,12
1994-12-13,399.69,1994,12,13
1994-12-14,401.89,1994,12,14
1994-12-15,404.76,1994,12,15
1994-12-16,402.57,1994,12,16
1994-12-17,,1994,12,17
1994-12-18,,1994,12,18
1994-12-19,403.85,1994,12,19
1994-12-20,403.88,1994,12,20
1994-12-21,402.96,1994,12,21
1994-12-22,401.89,1994,12,22
1994-12-23,402.65,1994,12,23
1994-12-24,,1994,12,24
1994-12-25,,1994,12,25
1994-12-26,404.19,1994,12,26
1994-12-27,404.87,1994,12,27
1994-12-28,405.46,1994,12,28
1994-12-29,406.47,1994,12,29
1994-12-30,404.09,1994,12,30
1994-12-31,,1994,12,31
