Periodo,Dolar,year,mes,dia
2022-01-01,,2022,01,01
2022-01-02,,2022,01,02
2022-01-03,844.69,2022,01,03
2022-01-04,851.43,2022,01,04
2022-01-05,852.03,2022,01,05
2022-01-06,841.63,2022,01,06
2022-01-07,838.88,2022,01,07
2022-01-08,,2022,01,08
2022-01-09,,2022,01,09
2022-01-10,831.59,2022,01,10
2022-01-11,831.39,2022,01,11
2022-01-12,832.6,2022,01,12
2022-01-13,826.51,2022,01,13
2022-01-14,821.87,2022,01,14
2022-01-15,,2022,01,15
2022-01-16,,2022,01,16
2022-01-17,815.39,2022,01,17
2022-01-18,822.0,2022,01,18
2022-01-19,820.6,2022,01,19
2022-01-20,813.46,2022,01,20
2022-01-21,805.25,2022,01,21
2022-01-22,,2022,01,22
2022-01-23,,2022,01,23
2022-01-24,799.23,2022,01,24
2022-01-25,800.31,2022,01,25
2022-01-26,806.06,2022,01,26
2022-01-27,798.86,2022,01,27
2022-01-28,799.15,2022,01,28
2022-01-29,,2022,01,29
2022-01-30,,2022,01,30
2022-01-31,810.12,2022,01,31
2022-02-01,803.88,2022,02,01
2022-02-02,801.52,2022,02,02
2022-02-03,805.95,2022,02,03
2022-02-04,817.29,2022,02,04
2022-02-05,,2022,02,05
2022-02-06,,2022,02,06
2022-02-07,825.58,2022,02,07
2022-02-08,826.93,2022,02,08
2022-02-09,824.33,2022,02,09
2022-02-10,820.79,2022,02,10
2022-02-11,804.2,2022,02,11
2022-02-12,,2022,02,12
2022-02-13,,2022,02,13
2022-02-14,806.24,2022,02,14
2022-02-15,812.24,2022,02,15
2022-02-16,804.17,2022,02,16
2022-02-17,799.55,2022,02,17
2022-02-18,798.98,2022,02,18
2022-02-19,,2022,02,19
2022-02-20,,2022,02,20
2022-02-21,793.91,2022,02,21
2022-02-22,799.99,2022,02,22
2022-02-23,796.25,2022,02,23
2022-02-24,787.05,2022,02,24
2022-02-25,807.26,2022,02,25
2022-02-26,,2022,02,26
2022-02-27,,2022,02,27
2022-02-28,805.25,2022,02,28
2022-03-01,798.01,2022,03,01
2022-03-02,803.27,2022,03,02
2022-03-03,807.31,2022,03,03
2022-03-04,800.97,2022,03,04
2022-03-05,,2022,03,05
2022-03-06,,2022,03,06
2022-03-07,806.89,2022,03,07
2022-03-08,808.6,2022,03,08
