Periodo,Dolar,year,mes,dia
1993-01-01,,1993,01,01
1993-01-02,,1993,01,02
1993-01-03,,1993,01,03
1993-01-04,382.12,1993,01,04
1993-01-05,383.57,1993,01,05
1993-01-06,383.64,1993,01,06
1993-01-07,383.32,1993,01,07
1993-01-08,383.59,1993,01,08
1993-01-09,,1993,01,09
1993-01-10,,1993,01,10
1993-01-11,384.83,1993,01,11
1993-01-12,384.08,1993,01,12
1993-01-13,383.64,1993,01,13
1993-01-14,384.74,1993,01,14
1993-01-15,384.35,1993,01,15
1993-01-16,,1993,01,16
1993-01-17,,1993,01,17
1993-01-18,384.24,1993,01,18
1993-01-19,383.91,1993,01,19
1993-01-20,383.56,1993,01,20
1993-01-21,382.97,1993,01,21
1993-01-22,383.66,1993,01,22
1993-01-23,,1993,01,23
1993-01-24,,1993,01,24
1993-01-25,384.04,1993,01,25
1993-01-26,383.38,1993,01,26
1993-01-27,383.93,1993,01,27
1993-01-28,386.12,1993,01,28
1993-01-29,384.82,1993,01,29
1993-01-30,,1993,01,30
1993-01-31,,1993,01,31
1993-02-01,384.37,1993,02,01
1993-02-02,385.02,1993,02,02
1993-02-03,385.82,1993,02,03
1993-02-04,387.0,1993,02,04
1993-02-05,388.0,1993,02,05
1993-02-06,,1993,02,06
1993-02-07,,1993,02,07
1993-02-08,388.89,1993,02,08
1993-02-09,388.43,1993,02,09
1993-02-10,388.48,1993,02,10
1993-02-11,387.53,1993,02,11
1993-02-12,387.73,1993,02,12
1993-02-13,,1993,02,13
1993-02-14,,1993,02,14
1993-02-15,387.36,1993,02,15
1993-02-16,387.67,1993,02,16
1993-02-17,387.65,1993,02,17
1993-02-18,387.75,1993,02,18
1993-02-19,388.39,1993,02,19
1993-02-20,,1993,02,20
1993-02-21,,1993,02,21
1993-02-22,388.35,1993,02,22
1993-02-23,388.86,1993,02,23
1993-02-24,389.9,1993,02,24
1993-02-25,390.17,1993,02,25
1993-02-26,390.84,1993,02,26
1993-02-27,,1993,02,27
1993-02-28,,1993,02,28
1993-03-01,391.31,1993,03,01
1993-03-02,391.32,1993,03,02
1993-03-03,391.28,1993,03,03
1993-03-04,392.28,1993,03,04
1993-03-05,394.25,1993,03,05
1993-03-06,,1993,03,06
1993-03-07,,1993,03,07
1993-03-08,395.59,1993,03,08
1993-03-09,398.77,1993,03,09
1993-03-10,399.37,1993,03,10
1993-03-11,397.46,1993,03,11
1993-03-12,395.47,1993,03,12
1993-03-13,,1993,03,13
1993-03-14,,1993,03,14
1993-03-15,396.76,1993,03,15
1993-03-16,397.87,1993,03,16
1993-03-17,398.67,1993,03,17
1993-03-18,399.41,1993,03,18
1993-03-19,398.64,1993,03,19
1993-03-20,,1993,03,20
1993-03-21,,1993,03,21
1993-03-22,398.61,1993,03,22
1993-03-23,399.05,1993,03,23
1993-03-24,399.54,1993,03,24
1993-03-25,399.67,1993,03,25
1993-03-26,399.62,1993,03,26
1993-03-27,,1993,03,27
1993-03-28,,1993,03,28
1993-03-29,399.81,1993,03,29
1993-03-30,400.2,1993,03,30
1993-03-31,401.06,1993,03,31
1993-04-01,401.88,1993,04,01
1993-04-02,401.88,1993,04,02
1993-04-03,,1993,04,03
1993-04-04,,1993,04,04
1993-04-05,401.93,1993,04,05
1993-04-06,401.41,1993,04,06
1993-04-07,401.36,1993,04,07
1993-04-08,400.33,1993,04,08
1993-04-09,,1993,04,09
1993-04-10,,1993,04,10
1993-04-11,,1993,04,11
1993-04-12,399.97,1993,04,12
1993-04-13,399.37,1993,04,13
1993-04-14,397.96,1993,04,14
1993-04-15,398.97,1993,04,15
1993-04-16,399.69,1993,04,16
1993-04-17,,1993,04,17
1993-04-18,,1993,04,18
1993-04-19,399.56,1993,04,19
1993-04-20,400.16,1993,04,20
1993-04-21,400.09,1993,04,21
1993-04-22,400.9,1993,04,22
1993-04-23,401.76,1993,04,23
1993-04-24,,1993,04,24
1993-04-25,,1993,04,25
1993-04-26,403.02,1993,04,26
1993-04-27,403.16,1993,04,27
1993-04-28,403.33,1993,04,28
1993-04-29,403.79,1993,04,29
1993-04-30,404.5,1993,04,30
1993-05-01,,1993,05,01
1993-05-02,,1993,05,02
1993-05-03,405.15,1993,05,03
1993-05-04,404.75,1993,05,04
1993-05-05,404.43,1993,05,05
1993-05-06,405.08,1993,05,06
1993-05-07,404.94,1993,05,07
1993-05-08,,1993,05,08
1993-05-09,,1993,05,09
1993-05-10,405.14,1993,05,10
1993-05-11,405.31,1993,05,11
1993-05-12,404.92,1993,05,12
1993-05-13,404.25,1993,05,13
1993-05-14,404.37,1993,05,14
1993-05-15,,1993,05,15
1993-05-16,,1993,05,16
1993-05-17,405.41,1993,05,17
1993-05-18,405.65,1993,05,18
1993-05-19,404.78,1993,05,19
1993-05-20,404.62,1993,05,20
1993-05-21,,1993,05,21
1993-05-22,,1993,05,22
1993-05-23,,1993,05,23
1993-05-24,405.36,1993,05,24
1993-05-25,405.26,1993,05,25
1993-05-26,404.93,1993,05,26
1993-05-27,404.89,1993,05,27
1993-05-28,405.1,1993,05,28
1993-05-29,,1993,05,29
1993-05-30,,1993,05,30
1993-05-31,405.27,1993,05,31
1993-06-01,405.28,1993,06,01
1993-06-02,405.25,1993,06,02
1993-06-03,405.14,1993,06,03
1993-06-04,405.01,1993,06,04
1993-06-05,,1993,06,05
1993-06-06,,1993,06,06
1993-06-07,404.75,1993,06,07
1993-06-08,404.07,1993,06,08
1993-06-09,403.32,1993,06,09
1993-06-10,,1993,06,10
1993-06-11,402.19,1993,06,11
1993-06-12,,1993,06,12
1993-06-13,,1993,06,13
1993-06-14,400.39,1993,06,14
1993-06-15,399.81,1993,06,15
1993-06-16,401.67,1993,06,16
1993-06-17,402.98,1993,06,17
1993-06-18,403.76,1993,06,18
1993-06-19,,1993,06,19
1993-06-20,,1993,06,20
1993-06-21,404.33,1993,06,21
1993-06-22,404.41,1993,06,22
1993-06-23,402.6,1993,06,23
1993-06-24,402.92,1993,06,24
1993-06-25,401.61,1993,06,25
1993-06-26,,1993,06,26
1993-06-27,,1993,06,27
1993-06-28,402.52,1993,06,28
1993-06-29,,1993,06,29
1993-06-30,404.02,1993,06,30
1993-07-01,404.65,1993,07,01
1993-07-02,404.29,1993,07,02
1993-07-03,,1993,07,03
1993-07-04,,1993,07,04
1993-07-05,405.39,1993,07,05
1993-07-06,405.5,1993,07,06
1993-07-07,405.45,1993,07,07
1993-07-08,404.97,1993,07,08
1993-07-09,404.56,1993,07,09
1993-07-10,,1993,07,10
1993-07-11,,1993,07,11
1993-07-12,405.6,1993,07,12
1993-07-13,406.06,1993,07,13
1993-07-14,405.65,1993,07,14
1993-07-15,404.38,1993,07,15
1993-07-16,404.2,1993,07,16
1993-07-17,,1993,07,17
1993-07-18,,1993,07,18
1993-07-19,405.13,1993,07,19
1993-07-20,404.7,1993,07,20
1993-07-21,404.3,1993,07,21
1993-07-22,404.21,1993,07,22
1993-07-23,404.02,1993,07,23
1993-07-24,,1993,07,24
1993-07-25,,1993,07,25
1993-07-26,404.45,1993,07,26
1993-07-27,404.42,1993,07,27
1993-07-28,404.53,1993,07,28
1993-07-29,404.94,1993,07,29
1993-07-30,404.07,1993,07,30
1993-07-31,,1993,07,31
1993-08-01,,1993,08,01
1993-08-02,405.65,1993,08,02
1993-08-03,406.07,1993,08,03
1993-08-04,406.41,1993,08,04
1993-08-05,407.2,1993,08,05
1993-08-06,407.41,1993,08,06
1993-08-07,,1993,08,07
1993-08-08,,1993,08,08
1993-08-09,407.8,1993,08,09
1993-08-10,407.62,1993,08,10
1993-08-11,407.18,1993,08,11
1993-08-12,406.61,1993,08,12
1993-08-13,406.83,1993,08,13
1993-08-14,,1993,08,14
1993-08-15,,1993,08,15
1993-08-16,407.64,1993,08,16
1993-08-17,407.5,1993,08,17
1993-08-18,407.22,1993,08,18
1993-08-19,407.75,1993,08,19
1993-08-20,407.88,1993,08,20
1993-08-21,,1993,08,21
1993-08-22,,1993,08,22
1993-08-23,408.75,1993,08,23
1993-08-24,408.95,1993,08,24
1993-08-25,408.75,1993,08,25
1993-08-26,408.51,1993,08,26
1993-08-27,408.67,1993,08,27
1993-08-28,,1993,08,28
1993-08-29,,1993,08,29
1993-08-30,408.89,1993,08,30
1993-08-31,409.2,1993,08,31
1993-09-01,408.66,1993,09,01
1993-09-02,408.54,1993,09,02
1993-09-03,408.06,1993,09,03
1993-09-04,,1993,09,04
1993-09-05,,1993,09,05
1993-09-06,408.21,1993,09,06
1993-09-07,407.49,1993,09,07
1993-09-08,407.02,1993,09,08
1993-09-09,407.28,1993,09,09
1993-09-10,406.7,1993,09,10
1993-09-11,,1993,09,11
1993-09-12,,1993,09,12
1993-09-13,407.2,1993,09,13
1993-09-14,406.79,1993,09,14
1993-09-15,406.98,1993,09,15
1993-09-16,406.93,1993,09,16
1993-09-17,406.74,1993,09,17
1993-09-18,,1993,09,18
1993-09-19,,1993,09,19
1993-09-20,407.41,1993,09,20
1993-09-21,408.68,1993,09,21
1993-09-22,409.78,1993,09,22
1993-09-23,410.06,1993,09,23
1993-09-24,408.73,1993,09,24
1993-09-25,,1993,09,25
1993-09-26,,1993,09,26
1993-09-27,409.26,1993,09,27
1993-09-28,409.71,1993,09,28
1993-09-29,409.87,1993,09,29
1993-09-30,410.13,1993,09,30
1993-10-01,410.83,1993,10,01
1993-10-02,,1993,10,02
1993-10-03,,1993,10,03
1993-10-04,411.51,1993,10,04
1993-10-05,412.58,1993,10,05
1993-10-06,413.3,1993,10,06
1993-10-07,413.48,1993,10,07
1993-10-08,413.14,1993,10,08
1993-10-09,,1993,10,09
1993-10-10,,1993,10,10
1993-10-11,413.56,1993,10,11
1993-10-12,,1993,10,12
1993-10-13,413.19,1993,10,13
1993-10-14,413.16,1993,10,14
1993-10-15,412.62,1993,10,15
1993-10-16,,1993,10,16
1993-10-17,,1993,10,17
1993-10-18,412.73,1993,10,18
1993-10-19,411.97,1993,10,19
1993-10-20,411.91,1993,10,20
1993-10-21,412.69,1993,10,21
1993-10-22,413.15,1993,10,22
1993-10-23,,1993,10,23
1993-10-24,,1993,10,24
1993-10-25,413.22,1993,10,25
1993-10-26,412.41,1993,10,26
1993-10-27,412.3,1993,10,27
1993-10-28,412.16,1993,10,28
1993-10-29,411.86,1993,10,29
1993-10-30,,1993,10,30
1993-10-31,,1993,10,31
1993-11-01,,1993,11,01
1993-11-02,412.44,1993,11,02
1993-11-03,411.94,1993,11,03
1993-11-04,411.87,1993,11,04
