Periodo,Dolar,year,mes,dia
2012-01-01,,2012,01,01
2012-01-02,519.2,2012,01,02
2012-01-03,518.2,2012,01,03
2012-01-04,514.34,2012,01,04
2012-01-05,512.23,2012,01,05
2012-01-06,511.8,2012,01,06
2012-01-07,,2012,01,07
2012-01-08,,2012,01,08
2012-01-09,509.54,2012,01,09
2012-01-10,512.4,2012,01,10
2012-01-11,508.76,2012,01,11
2012-01-12,506.91,2012,01,12
2012-01-13,501.47,2012,01,13
2012-01-14,,2012,01,14
2012-01-15,,2012,01,15
2012-01-16,501.99,2012,01,16
2012-01-17,500.99,2012,01,17
2012-01-18,496.68,2012,01,18
2012-01-19,497.05,2012,01,19
2012-01-20,491.93,2012,01,20
2012-01-21,,2012,01,21
2012-01-22,,2012,01,22
2012-01-23,491.59,2012,01,23
2012-01-24,487.87,2012,01,24
2012-01-25,492.96,2012,01,25
2012-01-26,493.58,2012,01,26
2012-01-27,485.64,2012,01,27
2012-01-28,,2012,01,28
2012-01-29,,2012,01,29
2012-01-30,485.35,2012,01,30
2012-01-31,488.99,2012,01,31
2012-02-01,488.75,2012,02,01
2012-02-02,487.73,2012,02,02
2012-02-03,483.7,2012,02,03
2012-02-04,,2012,02,04
2012-02-05,,2012,02,05
2012-02-06,478.64,2012,02,06
2012-02-07,481.09,2012,02,07
2012-02-08,479.98,2012,02,08
2012-02-09,477.13,2012,02,09
2012-02-10,475.29,2012,02,10
2012-02-11,,2012,02,11
2012-02-12,,2012,02,12
2012-02-13,478.39,2012,02,13
2012-02-14,478.2,2012,02,14
2012-02-15,482.99,2012,02,15
2012-02-16,482.75,2012,02,16
2012-02-17,486.59,2012,02,17
2012-02-18,,2012,02,18
2012-02-19,,2012,02,19
2012-02-20,483.94,2012,02,20
2012-02-21,482.18,2012,02,21
2012-02-22,481.5,2012,02,22
2012-02-23,483.57,2012,02,23
2012-02-24,481.08,2012,02,24
2012-02-25,,2012,02,25
2012-02-26,,2012,02,26
2012-02-27,479.08,2012,02,27
2012-02-28,481.27,2012,02,28
2012-02-29,477.41,2012,02,29
2012-03-01,476.27,2012,03,01
2012-03-02,480.62,2012,03,02
2012-03-03,,2012,03,03
2012-03-04,,2012,03,04
2012-03-05,484.47,2012,03,05
2012-03-06,485.06,2012,03,06
2012-03-07,489.68,2012,03,07
2012-03-08,491.57,2012,03,08
2012-03-09,485.03,2012,03,09
2012-03-10,,2012,03,10
2012-03-11,,2012,03,11
2012-03-12,483.46,2012,03,12
2012-03-13,484.81,2012,03,13
2012-03-14,484.71,2012,03,14
2012-03-15,485.71,2012,03,15
2012-03-16,484.53,2012,03,16
2012-03-17,,2012,03,17
2012-03-18,,2012,03,18
2012-03-19,480.9,2012,03,19
2012-03-20,482.83,2012,03,20
2012-03-21,485.61,2012,03,21
2012-03-22,484.98,2012,03,22
2012-03-23,487.72,2012,03,23
2012-03-24,,2012,03,24
2012-03-25,,2012,03,25
2012-03-26,489.54,2012,03,26
2012-03-27,486.31,2012,03,27
2012-03-28,486.42,2012,03,28
2012-03-29,488.71,2012,03,29
2012-03-30,489.76,2012,03,30
2012-03-31,,2012,03,31
2012-04-01,,2012,04,01
2012-04-02,487.44,2012,04,02
2012-04-03,485.76,2012,04,03
2012-04-04,482.17,2012,04,04
2012-04-05,483.78,2012,04,05
2012-04-06,,2012,04,06
2012-04-07,,2012,04,07
2012-04-08,,2012,04,08
2012-04-09,485.07,2012,04,09
2012-04-10,486.1,2012,04,10
2012-04-11,487.04,2012,04,11
2012-04-12,487.37,2012,04,12
2012-04-13,483.98,2012,04,13
2012-04-14,,2012,04,14
2012-04-15,,2012,04,15
2012-04-16,484.58,2012,04,16
2012-04-17,486.95,2012,04,17
2012-04-18,485.83,2012,04,18
2012-04-19,487.32,2012,04,19
2012-04-20,488.96,2012,04,20
2012-04-21,,2012,04,21
2012-04-22,,2012,04,22
2012-04-23,486.07,2012,04,23
2012-04-24,489.64,2012,04,24
2012-04-25,487.15,2012,04,25
2012-04-26,486.52,2012,04,26
2012-04-27,484.88,2012,04,27
2012-04-28,,2012,04,28
2012-04-29,,2012,04,29
2012-04-30,483.41,2012,04,30
2012-05-01,,2012,05,01
2012-05-02,484.87,2012,05,02
2012-05-03,484.7,2012,05,03
2012-05-04,482.12,2012,05,04
2012-05-05,,2012,05,05
2012-05-06,,2012,05,06
2012-05-07,482.12,2012,05,07
2012-05-08,483.44,2012,05,08
